Unnamed: 0,file_name,text,text_clean,attribute,feature
218,20744698-7318-4f2b-b825-e9c87bf296ea.jpg,"ш ——___ Нд'п{_)‚ Е an МЕРСИ Accor;, © aon | ь) _ _x000C_",ш  Ндп Е an МЕРСИ Accor  aon  ь  _x000C_,1,1
220,2134f561-051d-47ee-ae71-77ab4226d70f.jpg,_:===°’___ Bona СВЯТОЙ ИСТОЧНИК 1.51 | npapoanae Nntseead газмрое nn/6  рнч рч _x000C_, Bona СВЯТОЙ ИСТОЧНИК 1.51  npapoanae Nntseead газмрое nn6  рнч рч _x000C_,1,1
223,219b742f-84c8-4e53-852a-cce3c5d17a16.jpg,"ВИСКИ ВИЛЬЯМ „ ЛОУСОНС 40% 0,7Л шН — _x000C_",ВИСКИ ВИЛЬЯМ  ЛОУСОНС 40 07Л шН  _x000C_,1,1
224,21dcbd2e-577e-43d0-8b3b-72f1de269c67.jpg,SSE 's а ОООНааНИЫ Чипсы LAYS 140г . _x000C_,SSE s а ОООНааНИЫ Чипсы LAYS 140г . _x000C_,1,1
225,220df14c-573e-4fdc-b1bf-c4f70ed71d03.jpg,"7. 8. BA TOHU, SNICKERS SUPE p | 80/95, _x000C_",7. 8. BA TOHU SNICKERS SUPE p  8095 _x000C_,1,1
226,2239b895-dcdc-4259-a5ca-772ef58454d8.jpg,"ал —— _ ы """"&.'._.__—"":__.’._;_ь‚‚г:_ъ\__‚ё pede oe Виски BUNbGAM NSyYCOHC O.7n | L1)'s, _x000C_",ал   ы .....ьгъё pede oe Виски BUNbGAM NSyYCOHC O.7n  L1s _x000C_,1,1
229,22b92849-0de4-47aa-9e67-fc09dcdc5809.jpg,Т`_ ee Caxap-necox/Caxap — белый tir _x000C_,Т ee CaxapnecoxCaxap  белый tir _x000C_,1,1
231,22feed01-09bd-4963-bb7f-f95f3d2b056a.jpg,Конфеты TOFFIFEE 125г _x000C_,Конфеты TOFFIFEE 125г _x000C_,1,1
233,2399b5ff-445c-49f2-a082-3dd6578cf792.jpg,сдхлрлесок БЕЛЫЙ ФАСОВАННЫИ 1КГ rocr _x000C_,сдхлрлесок БЕЛЫЙ ФАСОВАННЫИ 1КГ rocr _x000C_,1,1
234,23dbc7e3-364d-4b68-882c-d2e0e4089a85.jpg,ЧЕРНОГОЛОВКА НАПИТОК БАЙКАЛ ГАЗ 2/1 _x000C_,ЧЕРНОГОЛОВКА НАПИТОК БАЙКАЛ ГАЗ 21 _x000C_,1,1
235,240be776-a5c8-4047-9515-b92ec4c5cb18.jpg,— САХАР-ПЕСОК БЕЛЫЙ ”^ DACOMAMHEIM IKE LOCK  “ —_ a _x000C_, САХАРПЕСОК БЕЛЫЙ  DACOMAMHEIM IKE LOCK    a _x000C_,1,1
237,248105c4-fd9f-46de-96d9-5f7f04730dc9.jpg,НАБОР ШОКОЛАДН!.! - МЕРСИ АССОРТИ Kui? 444 Щ Ш _x000C_,НАБОР ШОКОЛАДН.  МЕРСИ АССОРТИ Kui 444 Щ Ш _x000C_,1,1
238,24b19c28-2fed-4db5-b1d3-7348cf7f6f27.jpg,"М, | | Квас Cos ch pease Weac _x000C_",М   Квас Cos ch pease Weac _x000C_,1,1
239,2548cb24-595a-4e98-98e5-7224eb5f1bbd.jpg,"БЗМ/Ж CMETAHA ПРОСТОКВАШИНО 15% n/ct 300г Ы ean ap, Т а\ | _x000C_",БЗМЖ CMETAHA ПРОСТОКВАШИНО 15 nct 300г Ы ean ap Т а  _x000C_,1,1
240,256082fd-ca42-4e76-a65b-0794d7c7382f.jpg,DIAS wi MPU! сБ ЗОГ У А ‘ 0.45/ ИЗ БОЧОНКА MAT свет 43% 67/6 _x000C_,DIAS wi MPU сБ ЗОГ У А  0.45 ИЗ БОЧОНКА MAT свет 43 676 _x000C_,1,1
241,25b8c551-57d9-43be-8562-7f4735c76ea5.jpg,yet APOCTOKBAUIMEO КЕФИР пРодуютЕЛа ‘ mono nore UPA _x000C_,yet APOCTOKBAUIMEO КЕФИР пРодуютЕЛа  mono nore UPA _x000C_,1,1
242,25de4501-7cd1-4587-a4d4-fadf8ca08589.jpg,| ] Квос РУССКИЙ 1.42л Т _x000C_,  Квос РУССКИЙ 1.42л Т _x000C_,1,1
243,2613c52f-be89-4902-bac1-70e01a16a846.jpg,НВ BEPMYT МАРТИНИ БЫЯНКС) БЕЛЫЙ СЛАДКИМ 15% 0.57) 699° | _x000C_,НВ BEPMYT МАРТИНИ БЫЯНКС БЕЛЫЙ СЛАДКИМ 15 0.57 699  _x000C_,1,1
248,266fa95d-01d2-4e76-b965-efaaabe5db55.jpg,Й_—__ Чипсы LAYS 225г ' | _x000C_,Й Чипсы LAYS 225г   _x000C_,1,1
249,26da9863-58d9-4406-8adf-654b65f5741d.jpg,"'Квас русский узОР 1,5 _x000C_",Квас русский узОР 15 _x000C_,1,1
251,274cd7f4-d58d-45ed-bb32-b23235f89b2d.jpg,"MUO K BA TOHYY, SNICKERS SUPEp 80/95, [ _x000C_",MUO K BA TOHYY SNICKERS SUPEp 8095  _x000C_,1,1
252,2752681b-ef39-45bd-9055-a3be01360282.jpg,"EES | Barton SNICKERS SUPER go, | _x000C_",EES  Barton SNICKERS SUPER go  _x000C_,1,1
253,27876262-d216-48e2-aafe-ab3c65563c75.jpg,"Вино OpAMHa pHoe nero ube ii 4 2% ee 160,760. aAltwn д * Э/ Э\ 1 wr. Абхазия Ba _x000C_",Вино OpAMHa pHoe nero ube ii 4 2 ee 160760. aAltwn д  Э Э 1 wr. Абхазия Ba _x000C_,1,1
254,27a6083a-cea6-49fd-8739-815fcafc7305.jpg,КОНФЕТЫ TOFFIFEE KOP. 125° 240” _x000C_,КОНФЕТЫ TOFFIFEE KOP. 125 240 _x000C_,1,1
257,28151b63-36a4-40a9-8355-2d7c8e873536.jpg,. KONA ДОБРЫЙ 1/ _x000C_,. KONA ДОБРЫЙ 1 _x000C_,1,1
261,286bd334-5943-499a-b7f1-cbf9ce918724.jpg,Набор MERCI шоколадный 250г шоколадных ACCODT.c нач и б / ыы _x000C_,Набор MERCI шоколадный 250г шоколадных ACCODT.c нач и б  ыы _x000C_,1,1
262,289eaad4-d65c-484d-b18a-ca62115badf8.jpg,een OO | Виски ВИЛЬЯМ ЛОУСОНС 0.7n ' | LO% _x000C_,een OO  Виски ВИЛЬЯМ ЛОУСОНС 0.7n   LO _x000C_,1,1
264,28ab71c5-e554-42a8-858c-2e87de88f894.jpg,я о— В яЯйца 1Юшт a YP Hb е пИ ere CY] _x000C_,я о В яЯйца 1Юшт a YP Hb е пИ ere CY _x000C_,1,1
265,28c6ab91-c830-4ad2-864b-2da559e7a204.jpg,Hasop MERC! конфет 250r | _x000C_,Hasop MERC конфет 250r  _x000C_,1,1
268,2908cd52-1d3d-436a-9c3e-2a8dce988d73.jpg,! BUCKM ВИЛЬЯМ ЛОУСОНС 40% 0.7Л 1 599” _x000C_, BUCKM ВИЛЬЯМ ЛОУСОНС 40 0.7Л 1 599 _x000C_,1,1
269,290bef99-fae5-4425-baaa-a017742df453.jpg,"Л УГ МАРТИНИ Bh sary TTA СЛАДКИИ | - 0 ne * OO Рч LONG, _x000C_",Л УГ МАРТИНИ Bh sary TTA СЛАДКИИ   0 ne  OO Рч LONG _x000C_,1,1
270,291a6769-468d-4a04-a3a6-96d771286838.jpg,| ‚Пиво 54 “ i rice) м. foe _x000C_, Пиво 54  i rice м. foe _x000C_,1,1
272,29572f43-7c03-4f0f-b641-3a9e3de7cb13.jpg,Ketuyft HEINZ ГОМАТНЫЙ a/n 320г рО х _x000C_,Ketuyft HEINZ ГОМАТНЫЙ an 320г рО х _x000C_,1,1
274,29b3a285-272c-4bf1-875d-fa971ef91ed4.jpg,ЧИПСЫ Lay's СМЕТАНА'!‹ И ЗЕЛЕНЬ 225г — « Ь_ _x000C_,ЧИПСЫ Lays СМЕТАНА И ЗЕЛЕНЬ 225г   Ь _x000C_,1,1
276,2a0494ee-05a7-4f69-b624-8f44dec7d8fa.jpg,ДОМИК В ДЕРЕВНЕ “ose | CMETAHA 15%; ЗООГ мннн eee ( _x000C_,ДОМИК В ДЕРЕВНЕ ose  CMETAHA 15 ЗООГ мннн eee  _x000C_,1,1
277,2a1cb035-0a93-4311-ade3-7426976c7655.jpg,| Виски ВИЛЬЯМ ЛОУСОНС 0 7г . _x000C_, Виски ВИЛЬЯМ ЛОУСОНС 0 7г . _x000C_,1,1
283,2aaec608-2d29-4192-b845-a81c58cfae7c.jpg,"— оокщадивнейнаи | мЕЛЬНИК ИХ ad , | cTAPblh zk 0 cr | ф _x000C_", оокщадивнейнаи  мЕЛЬНИК ИХ ad   cTAPblh zk 0 cr  ф _x000C_,1,1
285,2ae08f50-fa11-4c2b-b352-53b2067c45f7.jpg,"KBAC ЛИДСКИЙ ХЛЕБНЫЙ n/6 1,5лЛ 119” _x000C_",KBAC ЛИДСКИЙ ХЛЕБНЫЙ n6 15лЛ 119 _x000C_,1,1
286,2b02d4dd-c30e-4e8a-923d-9e31c7a97e1a.jpg,ORIVE a ETRO BOOST НАПИТОК ЭНЕРГЕТ 0449/1 Б _x000C_,ORIVE a ETRO BOOST НАПИТОК ЭНЕРГЕТ 04491 Б _x000C_,1,1
287,2b1c4dd7-af8d-41a2-a22c-ff2eaa21bef0.jpg,CHOCO PIE ПЕЧЕНЬЫЕ в Ц.Ю“опшюи ГЛАЗУРИ 3607 P _x000C_,CHOCO PIE ПЕЧЕНЬЫЕ в Ц.Юопшюи ГЛАЗУРИ 3607 P _x000C_,1,1
289,2b8653ce-0b41-4408-9fe6-f57e2ada3710.jpg,Набор MERC! шоколадный 250г шоколадных эссорт.с нач.м б/мач _x000C_,Набор MERC шоколадный 250г шоколадных эссорт.с нач.м бмач _x000C_,1,1
290,2b9e3d50-1fda-4bb4-be12-9593a0244c6b.jpg,"ВИСКИ WILLIAM LAWSONS КУПАЖИРОВАННЫЙ ЗГОДА 40% 0,7Л Ч 1409 ea _x000C_",ВИСКИ WILLIAM LAWSONS КУПАЖИРОВАННЫЙ ЗГОДА 40 07Л Ч 1409 ea _x000C_,1,1
293,2c3f8569-66cf-43db-83df-7d8b22bb69de.jpg,cn } Конфеты TOFFIFEE 125г “ | _x000C_,cn  Конфеты TOFFIFEE 125г   _x000C_,1,1
294,2c5e42d9-cac2-4f0a-a907-6629e273a968.jpg,НВ Нопиток МАРТИНИ BbAHKG ‹; |. a YOOM.Ger ip и STO LK yy _x000C_,НВ Нопиток МАРТИНИ BbAHKG  . a YOOM.Ger ip и STO LK yy _x000C_,1,1
295,2c60ef89-8ccd-4ce0-aa2d-c0a1a7f75d72.jpg,"- „кол^^"" ® Напиток доБрЬ\и Kon | ” зн Wy ape ds \ о #Э _x000C_", кол  Напиток доБрЬи Kon   зн Wy ape ds  о Э _x000C_,1,1
296,2c83cac2-4015-4ce7-ab26-caa68974192e.jpg,"НАПИТОК MARTINI BIANCO ПРОДУКТ БЕПЫЬ cn HE ЯВЛЯЕТ (ИТАЛИЯ) Адкиа 0,5n ea | _x000C_",НАПИТОК MARTINI BIANCO ПРОДУКТ БЕПЫЬ cn HE ЯВЛЯЕТ ИТАЛИЯ Адкиа 05n ea  _x000C_,1,1
298,2ca87829-694c-497e-bd7b-3990d0eb1eb9.jpg,"5 KT. ST `° . СТАРОМИНСКИЙ КВАС ТРАДИНИМОННЫЙ ПАСТЕРИЗОВАНЫЙ 1,57, _x000C_",5 KT. ST  . СТАРОМИНСКИЙ КВАС ТРАДИНИМОННЫЙ ПАСТЕРИЗОВАНЫЙ 157 _x000C_,1,1
299,2caf2d67-22f9-4dc0-852b-91c7a35d4303.jpg,"‘ ‘ Чипсы LAYS 225г | Mb T Aria al IPTV oe, _x000C_",  Чипсы LAYS 225г  Mb T Aria al IPTV oe _x000C_,1,1
302,2d14f8b7-7501-408a-a325-c7d338d00b7a.jpg,"БЗМЖ CMETAHA - ПРОСТОКВАШИНО 15% П/СТ 300Г | wa za, Lf . _x000C_",БЗМЖ CMETAHA  ПРОСТОКВАШИНО 15 ПСТ 300Г  wa za Lf . _x000C_,1,1
306,2dbc6499-8e4a-48dc-849c-90664a644731.jpg,"Router’ TOFFIFEE 25"" 3 => — _x000C_",Router TOFFIFEE 25 3   _x000C_,1,1
309,2e31aafc-1aa3-47c6-9c62-987a91a9798e.jpg,КОНФЕТЫ МЕРСИ БЛЭК& УАЙТ | ' ШОКОЛАДНЫЕ 240г | я ee о4 we S097 _x000C_,КОНФЕТЫ МЕРСИ БЛЭК УАЙТ   ШОКОЛАДНЫЕ 240г  я ee о4 we S097 _x000C_,1,1
310,2e7662b4-c3e7-4fd9-9fa2-270a6a3824f2.jpg,HPagronwunk SNICKERS SUPER \ ВОТ оац е 1 бо Ъ 1У pace й BABES! \ эа Ap rT i _x000C_,HPagronwunk SNICKERS SUPER  ВОТ оац е 1 бо Ъ 1У pace й BABES  эа Ap rT i _x000C_,1,1
311,2e79d7ff-c88b-4674-b560-2fcaa56ae0a1.jpg,"@ ПРОСТОКВАШШ—Ю CMETAHA 15 :‘_Е_':_;-‚“‚';:{""',‘‚Д, a ЗОГ NAY CT (QaHony i ы _x000C_", ПРОСТОКВАШШЮ CMETAHA 15 ЕД a ЗОГ NAY CT QaHony i ы _x000C_,1,1
314,2ea86086-4bec-48a4-bcbe-edf807a7a510.jpg,НАБОР ШОКОЛАДНЫХ КОНФЕТ | МЕРСИ МОЛОЧНЫЙ 250г . dens Ces «ар hy 509°° ‘ _x000C_,НАБОР ШОКОЛАДНЫХ КОНФЕТ  МЕРСИ МОЛОЧНЫЙ 250г . dens Ces ар hy 509  _x000C_,1,1
318,2f28590f-80f2-43b4-8d0a-b6679fdac3e6.jpg,"БЗМЖ КЕФИР ПРОСТОКВАШИНО 2,5% П/Б 930г gra Fe QQ _x000C_",БЗМЖ КЕФИР ПРОСТОКВАШИНО 25 ПБ 930г gra Fe QQ _x000C_,1,1
319,2f2d78ec-6093-4627-8f57-e45610ea4bd1.jpg,SNICKERS SUPER Цн : Try BOT _x000C_,SNICKERS SUPER Цн  Try BOT _x000C_,1,1
320,2f39fa9f-22f4-4f6f-97ca-de8cb1a4beb5.jpg,ВОДА ПИТЬЕВАЯ CBATON ИСТОЧНИК н/ГАЗ П/Б 1.57 _x000C_,ВОДА ПИТЬЕВАЯ CBATON ИСТОЧНИК нГАЗ ПБ 1.57 _x000C_,1,1
323,2fcf8fe2-73c7-41b0-8441-5a3ca7befbc1.jpg,| ‘Caxap-neco/Caxap болый 1Kr r _x000C_, CaxapnecoCaxap болый 1Kr r _x000C_,1,1
324,3003d182-cc93-4776-8fa7-b43be86a211f.jpg,"НАПИТОК Б/А ЭНЕРГ. АДРЕНАЛИН PAW Ж/Б 0,449Л | we i a _x000C_",НАПИТОК БА ЭНЕРГ. АДРЕНАЛИН PAW ЖБ 0449Л  we i a _x000C_,1,1
326,307a2bd9-2688-43da-81a5-8a26f821610a.jpg,САХАР-ПЕСОК БЕЛЫЙ ФАСОВАННЫЙ 1КГ FOCT ' _x000C_,САХАРПЕСОК БЕЛЫЙ ФАСОВАННЫЙ 1КГ FOCT  _x000C_,1,1
328,312234b5-9701-43e6-974f-5a2f50789aa3.jpg,"|| Энергетический UU estrscoaeswe | 4600494521713 0‚%:'@’‚""‘_"" л ж / и 01499509 _x000C_", Энергетический UU estrscoaeswe  4600494521713 0 л ж  и 01499509 _x000C_,1,1
329,314be980-d239-4033-a3a5-470df305c33f.jpg,ЯЙЦО КУРИНСОЕ СТОЛОВОЕ 1 КАТЕГОРМЯ LOWT ТЕНДЕР _x000C_,ЯЙЦО КУРИНСОЕ СТОЛОВОЕ 1 КАТЕГОРМЯ LOWT ТЕНДЕР _x000C_,1,1
332,31b02448-f108-4924-bd79-8c7aae0e6242.jpg,"Чипсы :'рто‹гепьиьпе gi 4680388050535 Gera а зелень п 101436575 ° SNACKS 15 201) , _x000C_",Чипсы ртогепьиьпе gi 4680388050535 Gera а зелень п 101436575  SNACKS 15 201  _x000C_,1,1
334,31cc65e8-75c4-43ee-bf62-5c5fcac49bb7.jpg,"‚ а- 'О ПИ‚'ЛЭНАД Б‘/рАТИНО 2, й _x000C_", а О ПИЛЭНАД БрАТИНО 2 й _x000C_,1,1
336,31e9273a-fac2-4edf-ba52-33ba3b271df5.jpg,"БАЛТИКА N23 КЛАСС ПИВО СВЕТ ФИЛ ПАСТ 4,8%0,45/1 _x000C_",БАЛТИКА N23 КЛАСС ПИВО СВЕТ ФИЛ ПАСТ 480451 _x000C_,1,1
337,31edffdb-46c9-47a9-b1c2-9d20f0a0b43c.jpg,LAYS ЧИПСЫ КАРТОФ СМЕТАНА ЗЕЛЕНЬ | 225г _x000C_,LAYS ЧИПСЫ КАРТОФ СМЕТАНА ЗЕЛЕНЬ  225г _x000C_,1,1
338,31f4bb8a-0cc9-461d-91f7-f394e5849a2d.jpg,— Набор MERC] шоколадный 250г ноколадных ассорт Ы‹ач м б/нач _x000C_, Набор MERC шоколадный 250г ноколадных ассорт Ыач м бнач _x000C_,1,1
339,3245d0af-0b8a-4fb1-866d-3ea8b07be472.jpg,Яйцо куриное 71О1чт ‘ ILL е . 1 _x000C_,Яйцо куриное 71О1чт  ILL е . 1 _x000C_,1,1
340,324e2f55-0062-431a-acf9-73af3e68a13f.jpg,KBAC КРЕСТЬЯНСКИЙ N3t 1.47 _x000C_,KBAC КРЕСТЬЯНСКИЙ N3t 1.47 _x000C_,1,1
343,330a27be-cb07-4251-9a42-2942de410b1c.jpg,"Potent рра & ОНИ аы RG I Oe * UMNCbILAY 5 СМЕТАНА И ЗЕЛЕНЬ 225г | ’_"" | _x000C_",Potent рра  ОНИ аы RG I Oe  UMNCbILAY 5 СМЕТАНА И ЗЕЛЕНЬ 225г    _x000C_,1,1
344,3358e780-800a-4ed2-a656-9dba12e14fa1.jpg,"НАП.Б/А ЭНЕРГ.ДРАЙВ МИ | ОРИДЖИНАЛ ГАЗ.Ж/Б 0,449/ _x000C_",НАП.БА ЭНЕРГ.ДРАЙВ МИ  ОРИДЖИНАЛ ГАЗ.ЖБ 0449 _x000C_,1,1
350,3419af5b-07f3-404a-ae1e-04ae11173f1c.jpg,' ! АПСНЫ 0.75л || олуследкое ординарное ‘ 1 ee ‘4 _x000C_,  АПСНЫ 0.75л  олуследкое ординарное  1 ee 4 _x000C_,1,1
353,34de7166-7dff-46f5-af75-8650d6bcc29d.jpg,a — ` ЧЕРНОГОЛОВКА НАПИТОК ДЮШЕС ГАЗ2Л .. _x000C_,a   ЧЕРНОГОЛОВКА НАПИТОК ДЮШЕС ГАЗ2Л .. _x000C_,1,1
354,34e20d79-a784-4e15-b204-dd472f5903d0.jpg,MERC! КОНФЕТЫ ШОКОЛАДНЫЕ АССОРТИ _x000C_,MERC КОНФЕТЫ ШОКОЛАДНЫЕ АССОРТИ _x000C_,1,1
355,34eed38e-7495-4be9-9ab0-3a62de319f05.jpg,EEE OO — De. ALOT py КАРТОФ СМЕТАНА ЗЕЛЕНЬ _x000C_,EEE OO  De. ALOT py КАРТОФ СМЕТАНА ЗЕЛЕНЬ _x000C_,1,1
359,35b6b1d6-6917-45da-bded-a579afd427ba.jpg,"— Квас АНДРЕИЧ 1,5л Без скидки -70*] ° 79° _x000C_", Квас АНДРЕИЧ 15л Без скидки 70  79 _x000C_,1,1
361,35dee6f3-19b1-4508-9c78-81be0bbb1e89.jpg,"ВИНО АПСНЫ КРАСНОЕ П/СЛ 0,75Л 5692° _x000C_",ВИНО АПСНЫ КРАСНОЕ ПСЛ 075Л 5692 _x000C_,1,1
362,36008ade-6630-488d-9399-1123fc715635.jpg,"ВОДА ПИТЬЕВАЯ СВЯТОЙ | 1 uctounuk гдз П/Б 14,57 _x000C_",ВОДА ПИТЬЕВАЯ СВЯТОЙ  1 uctounuk гдз ПБ 1457 _x000C_,1,1
364,362be43d-7414-47de-8e0b-237b9db63cae.jpg,питок МАРТИНИ БЬЯНКО O.5n ' ель / слад<хий | _x000C_,питок МАРТИНИ БЬЯНКО O.5n  ель  сладхий  _x000C_,1,1
366,369eaa5d-5498-4616-8112-89362d7a81c8.jpg,een UG BAJITUKA Ne 3 КАСС His АЛК.4 8% M/b 0.45)! | _x000C_,een UG BAJITUKA Ne 3 КАСС His АЛК.4 8 Mb 0.45  _x000C_,1,1
371,375570df-06be-42f9-85b7-aa764f0cd73c.jpg,сзмж CMET АНА ! \ простоквдшино som ct 300° _x000C_,сзмж CMET АНА   простоквдшино som ct 300 _x000C_,1,1
373,3782d18f-9b81-4090-9d09-0f2441e8c077.jpg,"Woz s Aw ая п)_-тчд* “ ‚ :..п—о‚_""*ч.‚.‚_.ч.‚„_ч_ ` > a 3 a — te У '::_._"" Шок.вдтончик ЗМ SUPER 80/96, _x000C_",Woz s Aw ая птчд   ..поч...ч.ч   a 3 a  te У . Шок.вдтончик ЗМ SUPER 8096 _x000C_,1,1
380,3895981b-3410-42d0-a10c-428c0198de5b.jpg,КВАС лИд КИ LTEMHBIV ПЫ/ 1 on 1 1Э` _x000C_,КВАС лИд КИ LTEMHBIV ПЫ 1 on 1 1Э _x000C_,1,1
382,38bfec80-7b4d-4000-ad78-f9b4d924bc44.jpg,"' . | mae. fg! KPACHOR П) СЛ 0,75л аза А м а _x000C_", .  mae. fg KPACHOR П СЛ 075л аза А м а _x000C_,1,1
383,38e12cfc-3eb6-4c85-a613-a6667a23e3ec.jpg,HEINZ КЕТЧУП ТОМАТНЫЙ 320г _x000C_,HEINZ КЕТЧУП ТОМАТНЫЙ 320г _x000C_,1,1
385,394da41c-9be9-425b-8167-85fbe0ee219e.jpg,"rr EEE ee Батончик SNICKERS SUPER ВОг t | Ach ef ub RKO HY” ""“COKO MO.) О К _x000C_",rr EEE ee Батончик SNICKERS SUPER ВОг t  Ach ef ub RKO HY COKO MO. О К _x000C_,1,1
386,3988e545-2291-447f-b3dd-c5186d270c34.jpg,sha ae - ее SS ST Se В ф В. оь- - ae HAGOP ШОКОЛАДНЫХ КОНФЕТ МЕРСИ ' MONOMHbIM 260° | gee Ors cere 509” ' _x000C_,sha ae  ее SS ST Se В ф В. оь  ae HAGOP ШОКОЛАДНЫХ КОНФЕТ МЕРСИ  MONOMHbIM 260  gee Ors cere 509  _x000C_,1,1
388,39bf0d5d-82a2-4912-989b-7c04a9e602e8.jpg,ВН Ва = е в ы + ч 4 ° [` - SNICKERS SUPER ШОКОЛАДНЫЙ БАТОНЧИК 7 _x000C_,ВН Ва  е в ы  ч 4    SNICKERS SUPER ШОКОЛАДНЫЙ БАТОНЧИК 7 _x000C_,1,1
394,3a645482-b173-4c0d-80f2-50a1e65d3865.jpg,ФАСОВАННЫЙ 1KF ГОСТ нн ee _x000C_,ФАСОВАННЫЙ 1KF ГОСТ нн ee _x000C_,1,1
397,3aabde73-9948-4886-a82d-444e9012a4f4.jpg,БЗМЖ СМЕТАНА ПРОСТОКВАШИНО 15% п/СТ 300г : _x000C_,БЗМЖ СМЕТАНА ПРОСТОКВАШИНО 15 пСТ 300г  _x000C_,1,1
402,3b4228d7-c597-47d8-87c8-719d2aa5658a.jpg,"” Квас РУССКИЙ УЗОР 1,5л ‚ фил.паст. — Gay, wp ar _x000C_", Квас РУССКИЙ УЗОР 15л  фил.паст.  Gay wp ar _x000C_,1,1
406,3bf505e7-0a08-40b4-ae02-9ec6ca616dac.jpg,"ADRENALINE nH HANUTOK ЭНЕРГЕТИЧЕСКИЙ ГАЗ 0,449Л _x000C_",ADRENALINE nH HANUTOK ЭНЕРГЕТИЧЕСКИЙ ГАЗ 0449Л _x000C_,1,1
407,3c03ec50-dc8c-495a-b6a5-7a31b5018a7d.jpg,OPP LIM НАПИТОК KONA Е/ САХ Б/ А С/ TIN | Any BYT _x000C_,OPP LIM НАПИТОК KONA Е САХ Б А С TIN  Any BYT _x000C_,1,1
409,3c4d55d7-e022-452f-ac19-e784d7a567c2.jpg,Aye ЧИПСЫ КАРТОФ CMETAHA ЗЕЛЕНЬ _x000C_,Aye ЧИПСЫ КАРТОФ CMETAHA ЗЕЛЕНЬ _x000C_,1,1
417,3d45ecfc-4345-43c2-899e-b35f173bb3b6.jpg,. KBAC “PECTbAHCKIT ПЭг га Л _x000C_,. KBAC PECTbAHCKIT ПЭг га Л _x000C_,1,1
419,3d9fe58a-784e-4952-892c-8bd3e4323d99.jpg,"a ae ADREMALINE BUSH НАПИТОК SHEPTET _ МАНГО 0,440/ _x000C_",a ae ADREMALINE BUSH НАПИТОК SHEPTET  МАНГО 0440 _x000C_,1,1
420,3db3992e-ea15-4588-a9f8-1c27a18e48e0.jpg,"OT _ ] — + Квгс Желтая | ""' il | Бочка 1/6 1,5. O. Sata rig 1524 17%ар : _x000C_",OT     Квгс Желтая   il  Бочка 16 15. O. Sata rig 1524 17ар  _x000C_,1,1
424,3e27cf1c-0d3b-45e5-8655-bc34591d7e9b.jpg,KOHOE Ib TOFFIFEE KOP. 12‘ - 240° _x000C_,KOHOE Ib TOFFIFEE KOP. 12  240 _x000C_,1,1
426,3e62498f-ba3d-4993-a353-562504d3f6b8.jpg,БЗМЖ Кефир i ПРОСТОКВАШИНО 930r 25% _x000C_,БЗМЖ Кефир i ПРОСТОКВАШИНО 930r 25 _x000C_,1,1
429,3f21530e-015c-4b0b-a570-3dab5e4e5155.jpg,"ЗИСКИ WILLIAM LAWSONS Г ОЭПАЖИРОВАННЫЙ ЗГОДА 40% 0,7 г 1 oo men _x000C_",ЗИСКИ WILLIAM LAWSONS Г ОЭПАЖИРОВАННЫЙ ЗГОДА 40 07 г 1 oo men _x000C_,1,1
431,3f2dff28-b5d7-483d-bd9e-6b16257acd8a.jpg,Напиток ДОБРЫЙ KONA 1n П1 О б Зк аСОМ aa} yO! _x000C_,Напиток ДОБРЫЙ KONA 1n П1 О б Зк аСОМ aa yO _x000C_,1,1
432,3f302aff-375b-462a-bfc6-3eba8bc2d10d.jpg,EE | Яйца КРАСНАЯ ЦЕНА 10шт куриные столовые С1 _x000C_,EE  Яйца КРАСНАЯ ЦЕНА 10шт куриные столовые С1 _x000C_,1,1
433,3f4302e0-edf2-41d4-a7af-94445b6c43a1.jpg,——— э аопоололооиН ' БЗМЖ CMETAHA ПРОСТОКВАШИНО ‘ 45% MCT 300Г _x000C_, э аопоололооиН  БЗМЖ CMETAHA ПРОСТОКВАШИНО  45 MCT 300Г _x000C_,1,1
435,3f7860b7-a695-4d31-a20c-0397131ab592.jpg,БЗМЖ СМЕТАНА ДОМИК ° В ДЕРЕВНЕ 15% П/СТ 300г — _x000C_,БЗМЖ СМЕТАНА ДОМИК  В ДЕРЕВНЕ 15 ПСТ 300г  _x000C_,1,1
438,3fb4af3f-b00d-4f44-b000-bcdade5ee78b.jpg,"ИВАН КВАСНИН КВАС ТРАДИЦИОННЫЙ ФИЛЬТР ПАСТЕР 1,42Л _x000C_",ИВАН КВАСНИН КВАС ТРАДИЦИОННЫЙ ФИЛЬТР ПАСТЕР 142Л _x000C_,1,1
439,3fe6167b-1d9d-49ce-9ae4-c39ddd1c2130.jpg,‚%ЧЙЦО 1О -. _x000C_,ЧЙЦО 1О . _x000C_,1,1
443,41608bff-d13c-4cb2-90c1-93a09be7a864.jpg,"LAYS ЧИПСЬ! нан, .. „ “PRAY зЕЛ 225Г otTe | _x000C_",LAYS ЧИПСЬ нан ..  PRAY зЕЛ 225Г otTe  _x000C_,1,1
447,41bf6087-b0c0-4a5d-8c74-df22f776a7d9.jpg,MERCI КОНФЕТЫ ШОКОЛАДНЫЕ АССОРТИ | _x000C_,MERCI КОНФЕТЫ ШОКОЛАДНЫЕ АССОРТИ  _x000C_,1,1
