file_name,text,text_clean,feature
71d0a2ca-fee6-486f-82e9-8328d2aebf2f.jpg,‚ Вода AQUA MINERALE In | _x000C_, вода aqua minerale in   x000c ,0
17fa58af-8380-40f7-927e-9aa3870040a5.jpg,SC Lc LAYS ЧИПСЫ КРАБ 140Fr  |  Р _x000C_,sc lc lays чипсы краб 140fr    р  x000c ,1
65649ec7-e974-4cdb-93fc-a6f70e5afad5.jpg,Пиво АМСТЕЛ O.45n ' ‚ i tel '. і _x000C_,пиво амстел o 45n   i tel     x000c ,0
5c47f9b3-b750-47f6-a6c9-00f1a9ed1f06.jpg,АРСЕНАЛЬНОЕ КРЕПКОЕ Пиво СВЕТ ПАСТ 7° 4SOmMN ача в @2 A _x000C_,арсенальное крепкое пиво свет паст 7 4sommn ача в 2 a  x000c ,0
d89e64c0-9f18-4112-8da8-0119cf8f2b63.jpg,"| квс. ЛИДСКИЙ ХЛЕБНЫЙ 1,5"" _x000C_", квс  лидскии хлебныи 15  x000c ,1
9533164f-ef64-4273-96be-2f4256c1308f.jpg,›: HEINZ КЕТЧУП ТОМАТНЫЙ 520г _x000C_, heinz кетчуп томатныи 520г  x000c ,1
34e20d79-a784-4e15-b204-dd472f5903d0.jpg,MERC! КОНФЕТЫ ШОКОЛАДНЫЕ АССОРТИ _x000C_,merc конфеты шоколадные ассорти  x000c ,1
b3c9f464-725c-4b30-a351-9c74bf05a3d6.jpg,Ъатончик SNICKERS SUPER ! ВОг Woe жар ар/кар/ муг покр MOR. ок _x000C_,ьатончик snickers super  вог woe жар аркар муг покр mor  ок  x000c ,1
cfd69a2c-f395-42c3-addd-6cab5c8fc529.jpg,ЯЙЦО КУРИНОЕ ОКСКОЕ В СТОЛОВОЕ 1КАТ.УПАК.10Ш1 Pa Pay ОО _x000C_,яицо куриное окское в столовое 1кат упак 10ш1 pa pay оо  x000c ,1
64552e50-94ab-4d01-bcff-303c1fd02ac7.jpg,| HEINZ КЕТЧУП ТОМАТНЫЙ x _x000C_, heinz кетчуп томатныи x  x000c ,1
74ff229b-d9ad-41c9-b663-d9d8adcb23c0.jpg,Па ИГа эй а Г @ т Р ЗМ Сметоно ПРОСТОКВАШИНОГ — т ЗООг ' _x000C_,па ига эи а г  т р зм сметоно простоквашиног  т зоог   x000c ,1
f1935fb2-8f57-443a-bd72-53188d4e82cd.jpg,KABANOS CHICKEN КОЛБАСКИ СЫРОКОПЧЕНЫЕ 70F : _x000C_,kabanos chicken колбаски сырокопченые 70f   x000c ,0
f9e8f80f-11db-4f95-bbd8-b44f980f9247.jpg,"Водка Чистыв POCbI 0 «, | _x000C_",водка чистыв pocbi 0    x000c ,0
6ec2da5b-0753-45ac-950f-3d3ef13c14d2.jpg,ae Чипсы LAYS 140г без акции из нат.карт.со BKYCOM краба ' meer _x000C_,ae чипсы lays 140г без акции из нат карт со bkycom краба  meer  x000c ,1
7173687b-143a-4b9d-b036-71b64b9883f6.jpg,"— _ч — а — КО Щ  mi R255 FRAN ty fise%.:: ir a - : пРиродная  я, пмтьевая газиров.лл/б  -Й zz le _x000C_", ч  а  ко щ  mi r255 fran ty fise  ir a   природная  я пмтьевая газиров ллб  и zz le  x000c ,1
96dcbe6d-e538-4dce-8a98-e8c0b6463ab5.jpg,"—//'"" .г"" й . \ ' ALPEN GOLD OREO WOKONA 900 | _x000C_",  г и     alpen gold oreo wokona 900   x000c ,0
07551924-04ed-406e-974f-a5d51b86be0b.jpg,TC2 САХАР- ПЕСОК BENbIN | КРИСТАЛЛИЧЕСКИЙ MAC IK _ | 7 _x000C_,tc2 сахар песок benbin  кристаллическии mac ik   7  x000c ,1
d8820384-ea7a-4008-8967-d15aaee685d8.jpg,= BUNbAM ЛОУСОНС 0.2n | _x000C_, bunbam лоусонс 0 2n   x000c ,1
4ff1dd97-da41-4218-8b8b-26c7db6034f9.jpg,цопиток ADRENALINE RUSH 0.4490 a pantie y ecu S ann As _x000C_,цопиток adrenaline rush 0 4490 a pantie y ecu s ann as  x000c ,1
4b2327ea-814a-4aaf-903c-0997fa174eac.jpg,Нектор RICH вишневый 1.Ол ' _x000C_,нектор rich вишневыи 1 ол   x000c ,0
41d9b3bb-f349-4859-9b29-6b0cc71e071e.jpg,TAT OH Ub SNICKERS SUPER 80r WORK wap 2р nap/ayr Ota) ae ee dm _x000C_,tat oh ub snickers super 80r work wap 2р napayr ota ae ee dm  x000c ,1
817636de-2040-4e7d-b56b-2942aab2ce07.jpg,"бБетончик SNICKERS 50 ,5г | Maus ONUgpeme _x000C_",ббетончик snickers 50 5г  maus onugpeme  x000c ,0
9bd383b6-3b50-43a1-b13d-8f4cf90242ed.jpg,| Виски НАКИ TOMNCOH O0.5n } _x000C_, виски наки tomncoh o0 5n   x000c ,0
9de08718-f0e0-4901-b64b-169141463a62.jpg,| АВ Напиток МАРТИНИ БЬЯНКО 0.57 . прсм.бель / сладкии в _x000C_, ав напиток мартини бьянко 0 57   прсм бель  сладкии в  x000c ,1
2c3f8569-66cf-43db-83df-7d8b22bb69de.jpg,cn } Конфеты TOFFIFEE 125г “ | _x000C_,cn  конфеты toffifee 125г    x000c ,1
bf1c8f42-a7b1-4c06-883d-a401c20790b3.jpg,"КОНЬЯК СТАРЫЙ КАХЕТИ $5 NET 0,5Л (ГРУЗИЯ) _x000C_",коньяк старыи кахети 5 net 05л грузия  x000c ,0
27a6083a-cea6-49fd-8739-815fcafc7305.jpg,КОНФЕТЫ TOFFIFEE KOP. 125° 240” _x000C_,конфеты toffifee kop  125 240  x000c ,1
113aa698-b051-43fc-8591-9a2ad10683aa.jpg,"— БАЛТИКА N23 КЛАСС ПИВО CBET ФИЛ ПАСТ 48% 0,65Л  _ ap a _x000C_", балтика n23 класс пиво cbet фил паст 48 065л   ap a  x000c ,0
e7101ece-79ee-4725-b885-093ce5e71f4a.jpg,"SS , Wie ona gy MILK A MMMAX — -@M _x000C_",ss  wie ona gy milk a mmmax  m  x000c ,0
b9fde0c7-9961-4017-8572-25019509c549.jpg,"Б3МЖ Сыр HOCHLAND «$C LEER Uae творож 140г ва з скидки POP, oe mm в _119°"" _x000C_",б3мж сыр hochland c leer uae творож 140г ва з скидки pop oe mm в 119  x000c ,0
136d3883-e366-49e0-8b89-1d2e5d7352a1.jpg,"EEN SS — — — | ь ]  ВИНО КАХУРИ ЦИНАНДАЛИ БЕЛОЕ СУХОЕ В  | 0,75Л (ГРУЗИЯ) К _x000C_",een ss     ь   вино кахури цинандали белое сухое в   075л грузия к  x000c ,0
bfc8cc40-87d8-4d38-9b55-c37d2b87fa62.jpg,"— lll - BUHO ЧЕГЕМ КРАСНОЕ СУХОЕ 0,75Л (АБХАЗИЯ) _x000C_", lll  buho чегем красное сухое 075л абхазия  x000c ,0
fd29152f-cffc-4b1c-9862-982b954e9a47.jpg,| Нектар RICH «3 апельсинов In i AM OHIO _x000C_, нектар rich 3 апельсинов in i am ohio  x000c ,0
d559d08b-96c4-4218-8f37-776472dc02bc.jpg,"…'"" |||| Пичо снетлое Старый Ii] мельник из бочонка 4605682201023 — MATKOe 4,3% с/б 0,45л. 107) 397 / | V4 Ny )) to _x000C_",  пичо снетлое старыи ii мельник из бочонка 4605682201023  matkoe 43 сб 045л  107 397   v4 ny  to  x000c ,1
0d669b4b-8b9f-4705-81b2-f074b2e0306a.jpg,ПИВО БАЛТИКА №3 КЛАССИЧЕСК. СВ.АЛК.4.8% Ж/Б 0.4571 Е _x000C_,пиво балтика 3 классическ  св алк 4 8 жб 0 4571 е  x000c ,1
0e1fb13f-980b-478f-9478-fdfa95e2074e.jpg,| ЧИПСЬ! LAy SNEY > КРАБ Э5Г _x000C_, чипсь lay sney  краб э5г  x000c ,1
7e5dc302-1dd0-4c0e-8d58-39f754b54cf9.jpg,"`° ПИВО СТАРЫЙ МЕЛЬНИК ИЗ ° БОЧ.МЯГК.СВЕТ.4,3% С/Б 0,45/1 _x000C_", пиво старыи мельник из  боч мягк свет 43 сб 0451  x000c ,1
e949c9f2-b4b0-42d4-b3d1-7de0a2e087da.jpg,yyviricbl LAY S CMETAHA И ЗЕЛЕНЬ 225г _x000C_,yyviricbl lay s cmetaha и зелень 225г  x000c ,1
3dd1f6d3-c2d8-4673-bbbb-cbea5c837da5.jpg,"вИиНО MIEPVCIVE MARIINI ASTI bDEJIVE 177 СЛАДКОЕ 0,75Л (ИТАЛИЯ) \Н! Вч 1500 са | _x000C_",виино miepvcive mariini asti bdejive 177 сладкое 075л италия н вч 1500 са   x000c ,0
bc404b39-c0d6-4d96-8f1f-6087219d81e6.jpg,СВ DUELLE ОГУРЦЫ МАРИНОВАННЫЕ „м Т2оМЛ _x000C_,св duelle огурцы маринованные м т2омл  x000c ,0
daf6ed36-4da2-4550-b4ef-3b0b2d4b8253.jpg,"‘ -BURN HANMTOK BHEPIETUUECKKA й | ОРИГИНАЛЬНЫЙ 0,449N _. fa 1198 a9 _x000C_", burn hanmtok bhepietuueckka и  оригинальныи 0449n   fa 1198 a9  x000c ,0
e60a5ace-bdaf-40e0-a916-bf7d62b59572.jpg,ee Ul Печенье ЛОТТЕ ЧОКОПАЙ RSH | оао i | _x000C_,ee ul печенье лотте чокопаи rsh  оао i   x000c ,1
5ecd400c-61cb-4fb2-b2be-7aeec404ec21.jpg,Е СТОЛОВОЕ 1КАТЕГОРИЯ 10ШТ ТЕНДЕР а Ze СОС _x000C_,е столовое 1категория 10шт тендер а ze сос  x000c ,1
12d14197-17a5-456a-8015-32275b62d2d2.jpg,ППиво ZATECKY GUS 0 45p _x000C_,ппиво zatecky gus 0 45p  x000c ,0
64134a56-67f5-4440-ac59-ae0c1381bbaa.jpg,ШОКОЛАД МИ_-КА/МИЛКА МОЛ.С це/ог. ‚ ФУНДУКОМ 85/90Г  139° ‚  в < _x000C_,шоколад микамилка мол с цеог   фундуком 8590г  139   в   x000c ,0
7fc6e890-1a60-4794-8f2e-bb5236992c17.jpg,"ВИНО АПСНЫ КРАСНОЕ П/ СЛ 0,75Л (АБХАЗИЯ) EBA ^^ _x000C_",вино апсны красное п сл 075л абхазия eba   x000c ,1
3b55c768-4389-417b-9ffe-13c661820aa1.jpg,РИС УВЕЛКА ДЛИННОЗЕРНЫЙ B/NAK 5X80 400° fae 109” _x000C_,рис увелка длиннозерныи bnak 5x80 400 fae 109  x000c ,0
7a70a851-e6ab-47e5-a4b5-f519b166baf1.jpg,"ВИНО ИГРИСТОЕ АБРАУ- BUHO ДЮРСО РОЗОВОЕ П/ СУХ РОССИИ 0,75Л (ABPAY- ДЮРСО) _x000C_",вино игристое абрау buho дюрсо розовое п сух россии 075л abpay дюрсо  x000c ,0
f00c6537-122c-4e8e-87fa-a3ab9a166e69.jpg,Yau RICHARD КОРОЛЕВСКИЙ 90r ry д аб ee _x000C_,yau richard королевскии 90r ry д аб ee  x000c ,0
440f6582-52c5-4824-bbfe-971223f00466.jpg,see WALT LUNI уе < y м сметана 460 70690:433796 rn Г. 10000103907 Se Am «bee _x000C_,see walt luni уе  y м сметана 460 70690433796 rn г  10000103907 se am bee  x000c ,0
76f637c6-0868-4e73-8b44-5b9bfb43b06c.jpg,1С4 САХАР- ПЕСОК БЕЛЫЙ й — КРИСТАЛЛИЧЕСКИЙ ФАС KI _x000C_,1с4 сахар песок белыи и  кристаллическии фас ki  x000c ,1
5ba01b41-2f88-481c-bbbf-4971fd78e8c6.jpg,Веодка АРХАНГЕЛЬСКАЯ 0.25л ' | Se Be Pe А ЗЫДеРЖКА 4С“ _x000C_,веодка архангельская 0 25л   se be pe а зыдержка 4с  x000c ,0
c4a2bba4-a848-4843-9d98-b0809949243b.jpg,"29 — ВОДКА ХАСКИ АРТИК АЙС ' 40% 0,52 Ё _x000C_",29  водка хаски артик аис  40 052 е  x000c ,0
264ba104-5452-4a3b-8b80-54cde59bb09a.jpg,"cme — ПИВО ЖИГУЛИ БАРНОЕ Н/Ф ПШЕН.4,9% Ж/Б 0,45Л _x000C_",cme  пиво жигули барное нф пшен 49 жб 045л  x000c ,0
96545532-608b-4ef5-945b-8b83a403eec7.jpg,"CTO слоеное Тесто слоеное !.а%-›.… Fr по- ‚ “!/!.']/, 88 : ему М.пС‘Т›-О.Ое м‚_ац&‹шу ПМП’О'ОО : KON BO РУб./ шт _x000C_",cto слоеное тесто слоеное  а  fr по    88  ему м псто ое мацшу пмпооо  kon bo руб  шт  x000c ,0
6d2a48d7-e043-4f30-862f-64e35f1f3aa8.jpg,| cBaTon ИСТОЧНИК ПИТЬЕВАЯ ВОДА НЕГАЗ | _x000C_, cbaton источник питьевая вода негаз   x000c ,1
7f4da3d9-99ed-42be-a441-f24b7e9dbf84.jpg,ЬЗМЖ CMETAHA ; ПРОСТОКВАШИНО 15% ПуСТ 300Г . _x000C_,ьзмж cmetaha  простоквашино 15 пуст 300г    x000c ,1
defe9a7f-787a-48d3-86d0-54242171a239.jpg,= МАРТИНИ Б Are ё и _x000C_, мартини б are е и  x000c ,1
2b1c4dd7-af8d-41a2-a22c-ff2eaa21bef0.jpg,CHOCO PIE ПЕЧЕНЬЫЕ в Ц.Ю“опшюи ГЛАЗУРИ 3607 P _x000C_,choco pie печеньые в ц юопшюи глазури 3607 p  x000c ,1
1c037041-0734-4eee-9643-f33fc5a86394.jpg,' Печенье ЛОТТЕ ЧОКОПАЙ 336r .' Ot ee ‘ оаТа _x000C_, печенье лотте чокопаи 336r   ot ee  оата  x000c ,1
bf9054b8-6d6e-4cfd-8994-1ab7612576a7.jpg,"'B3MMK Сливки МОЛОЧНЫЙ 3HAK S00, I | eC oIe yi FHMC Ppa. 104%, | _x000C_",b3mmk сливки молочныи 3hak s00 i  ec oie yi fhmc ppa  104   x000c ,0
26afda9a-3349-4cfe-a1e8-d3b6ac6ecf92.jpg,! e1 Rm inane `Корм Purina FELIX 48г 20° | ‚ сут д/про‹пык NOWAK ¢ TORAH _x000C_, e1 rm inane корм purina felix 48г 20   сут дпропык nowak  torah  x000c ,0
4df58aed-5b30-4f77-894e-33e014fc7fec.jpg,: ШОКОЛАД МОЛОЧНЫЙ КИНДЕР С мол.нАчин.12‚5гха 50Г _x000C_, шоколад молочныи киндер с мол начин 125гха 50г  x000c ,0
7a057032-d7e0-4ed7-ba16-c4b481143d20.jpg,"MERC, a | _x000C_",merc a   x000c ,1
99dd681e-cf9c-415d-8eea-a2cc44fa0648.jpg,"ПИВО ЖИГУЛ.БАРНОЕ ЭКСПОРТ СВЕТ.АЛК.4,8% С/Б 0,45/ _x000C_",пиво жигул барное экспорт свет алк 48 сб 045  x000c ,0
80accf8b-76f6-4467-992a-68073e303c24.jpg,| Напиток ЭССА пивной О.дп'| од ® me тр A _x000C_, напиток эсса пивнои о дп од  me тр a  x000c ,0
499a6a59-fbb8-4fc0-abc4-c880d943077c.jpg,"* — ВОДКА БЕЛУГА НОБЛ 40% 0,5Л (РОССИЯ) :6 ; 1099.99 _x000C_",  водка белуга нобл 40 05л россия 6  1099 99  x000c ,0
a772b140-5b1c-45aa-9623-0a7194d80167.jpg,"ПМИ лн а боченка мельник из бочонка 4505622010237  ИГКОе 4,3% c/6 0,45л. INPIBQTFZHE _x000C_",пми лн а боченка мельник из бочонка 4505622010237  игкое 43 c6 045л  inpibqtfzhe  x000c ,1
46e5973e-aba9-41e2-947a-7e2c2af90a45.jpg,ипсы LAYS 140г f See рО <х _x000C_,ипсы lays 140г f see ро х  x000c ,1
14f0a217-36ba-4448-b329-db2d7340691c.jpg,53MK CMETAHA | ПРОСТОКВАШИНО 15% N/CT зо0г — р” — —Н _x000C_,53mk cmetaha  простоквашино 15 nct зо0г  р  н  x000c ,1
2f2d78ec-6093-4627-8f57-e45610ea4bd1.jpg,SNICKERS SUPER Цн : Try BOT _x000C_,snickers super цн  try bot  x000c ,1
907f2078-e2f9-4e52-8530-56935bacbdda.jpg,"oC. ‚ Чипсы LAYS 140г ""| _x000C_",oc   чипсы lays 140г   x000c ,1
286bd334-5943-499a-b7f1-cbf9ce918724.jpg,Набор MERCI шоколадный 250г шоколадных ACCODT.c нач и б / ыы _x000C_,набор merci шоколадныи 250г шоколадных accodt c нач и б  ыы  x000c ,1
b89ad1ea-bcc9-44c6-ac4e-77b0d2107c14.jpg,—__/_— | SNICKERS SUPER ШОКОЛАДНЫЙ БАТОНЧИК | _x000C_,  snickers super шоколадныи батончик   x000c ,1
3782d18f-9b81-4090-9d09-0f2441e8c077.jpg,"Woz s Aw ая п)_-тчд* “ ‚ :..п—о‚_""*ч.‚.‚_.ч.‚„_ч_ ` > a 3 a — te У '::_._"" Шок.вдтончик ЗМ SUPER 80/96, _x000C_",woz s aw ая птчд     поч   ч ч   a 3 a  te у   шок вдтончик зм super 8096  x000c ,1
d77f24db-5d25-4e7d-b912-d5d4616b01a3.jpg,ВЕРМИШЕ Nb 6/N РОЛЛТОН КУРИЦА дОМ.БУЛЬОН n/ ПАК 60Г _x000C_,вермише nb 6n роллтон курица дом бульон n пак 60г  x000c ,0
14f5fb25-7998-4b99-a165-9db0355b36c2.jpg,— эапапиолалллллолилилолллололИ БатончиК “TWIX oKonapHelt _x000C_, эапапиолалллллолилилолллололи батончик twix okonaphelt  x000c ,0
3ed4800d-2474-48c0-a8f3-88dfd31d69c9.jpg,- Конфета BOUNTY 55r ' _x000C_, конфета bounty 55r   x000c ,0
a1bb1572-8649-4924-af7e-cee45c1da9d4.jpg,| -В Hoanwatanw SANTO STEFANO 0.75n ) _x000C_, в hoanwatanw santo stefano 0 75n   x000c ,0
cbf29f38-fb6c-4681-9371-78fc135f257f.jpg,— ‚ЯИЦО КУРИНОЕ СТОЛОВОЕ 1КАТЕГОРИЯ 10ШТ ТЕНДЕР _x000C_, яицо куриное столовое 1категория 10шт тендер  x000c ,1
4eda5a89-a2d4-4475-8778-fa3960ccee72.jpg,ЖЕВ.РЕЗИНКА ORBIT/OPBUT COYUHbIN АРБУЗ 13.6Г = Fy ABH _x000C_,жев резинка orbitopbut coyuhbin арбуз 13 6г  fy abh  x000c ,0
c5d68622-9b7b-4ab3-9762-fbddc108dcf2.jpg,"' ‘ИПсь, LAY's KPa, 140150г _x000C_", ипсь lays kpa 140150г  x000c ,1
ee6f6317-a426-4f8e-9b50-d6a61f86750e.jpg,"Пиво свеглое — Балтика 3 of 4600682200451 :(Л/і!бсзи‘;іё’(':кое 4,8% 101599518 Е , ° ply 7 3 7(2) Е Росси, _x000C_",пиво свеглое  балтика 3 of 4600682200451 лбсзиекое 48 101599518 е   ply 7 3 72 е росси  x000c ,1
d3cd7889-7791-405a-8e60-e127a72a9526.jpg,"° “ч "" . ‚ Г ‚ Виски Вильям Nove. ОНО Gy, _x000C_", ч     г  виски вильям nove  оно gy  x000c ,1
e6ce13f2-0d69-4882-8f3d-95475cddf8b9.jpg,Виски WILLIAM LAWSONS KYNAKUPOBAHHDIN ЗГОДА 40 0.77 _x000C_,виски william lawsons kynakupobahhdin згода 40 0 77  x000c ,1
c73edc04-d725-4663-a66e-1031d3ccb89a.jpg,‚ Виски ВИЛЬЯМ ЛОУСОНС 0.7л 40% | р” —< р йи оОО _x000C_, виски вильям лоусонс 0 7л 40  р  р ии ооо  x000c ,1
abac4708-09dd-4852-8986-11f1668b3c80.jpg,НВ BEPMYT МАРТИНИ BbAHKG Э’ АРАЯ BAS эа та БЕЛЫЙ СЛАДКИЙ 15% ( 5Л ГО РО <Ф - Bua Bra 699% _x000C_,нв bepmyt мартини bbahkg э арая bas эа та белыи сладкии 15  5л го ро ф  bua bra 699  x000c ,1
edabc2a2-1dbc-4000-a4a4-611b23bfd68b.jpg,"a ПИВО СВЕТ.БАЛТИКА МЯГКОЕ о 4399 No7 AJIK.4,7% Ж/Б 0,45Л lena 2a 147 ; _x000C_",a пиво свет балтика мягкое о 4399 no7 ajik 47 жб 045л lena 2a 147   x000c ,0
354fd7da-43f9-4e4a-bdad-33c3c5e2253d.jpg,"ADRENALINE RUSH RED ЕМЕАС! НАПИТОК , ЭНЕРГЬТИЧ ГАЗ 0,449Л ' _x000C_",adrenaline rush red емеас напиток  энергьтич газ 0449л   x000c ,0
d164e60a-fe23-4ed0-81a1-270ccea83173.jpg,"СИДР BON SEASON FAS NACT, : С/Б 0.4n _x000C_",сидр bon season fas nact  сб 0 4n  x000c ,0
e75388c2-9c26-4280-a57f-618cf1331da2.jpg,Avs ЧИПСЫ КАРТОФ CMETAHA SEGHb _x000C_,avs чипсы картоф cmetaha seghb  x000c ,1
92cc49e7-01f4-4640-a3fa-14a1fd5f72ed.jpg,| GREENFIELD Yau СПРИНГ МЕЛОДИ 25ПАК 37.5Г _x000C_, greenfield yau спринг мелоди 25пак 37 5г  x000c ,0
7fb09224-af2f-471c-a136-b1766b5fcd83.jpg,Se | Виски Вильям ЛОУСОНС 0.7n 40% | -_— _x000C_,se  виски вильям лоусонс 0 7n 40    x000c ,1
2752681b-ef39-45bd-9055-a3be01360282.jpg,"EES | Barton SNICKERS SUPER go, | _x000C_",ees  barton snickers super go   x000c ,1
baaf1cc6-7d3f-4228-b9db-7f98176d3c04.jpg,"rr ВОДКА РУССКИЙ СТАНДАРТ ГОЛД 40% 0,57 634% _x000C_",rr водка русскии стандарт голд 40 057 634  x000c ,0
efb683fc-9351-4e5e-b64b-dad72c9683da.jpg,LAYS YUNCEy WPA ur . - { _x000C_,lays yuncey wpa ur      x000c ,1
a6925067-6e3d-49d2-b7a6-dfae30419506.jpg,ВЛ.КОРМ Д/КОШ.КИТЕКАТ — С ЯГНЕНКОМ В ЖЕЛЕ 85Г _x000C_,вл корм дкош китекат  с ягненком в желе 85г  x000c ,0
a041443d-cbb8-4eb5-875d-df55aa3a56d5.jpg,"MiB HOMMTOK ACCA АНАНАС И ГРЕЙПФРУТ 6,5% С/Б 0,41 79° | _x000C_",mib hommtok acca ананас и греипфрут 65 сб 041 79   x000c ,0
a5bafb77-2aff-4893-bd50-aab0ed100422.jpg,— nuso ЗОЛОТАЯ БОЧКА 0.45n pont nok д 796 ж [6 ооы Be» _x000C_, nuso золотая бочка 0 45n pont nok д 796 ж 6 ооы be  x000c ,0
8c9bc955-6b4f-49b1-b5e1-a38017f3b31e.jpg,"[_ч ' ВАЛТИКА NFS КЛАСС ПИВО СВЕТ ФИЛ ПАСТ ' &8%0,65Л _x000C_",ч  валтика nfs класс пиво свет фил паст  8065л  x000c ,1
8cc20e54-23bd-4755-8e84-983e9c81457b.jpg,"ПИВ.НАПИТОК ЭССА АНАНАС ` И ГРЕЙПФРУТ 6,5% С/Б 0,4Л : 793° : _x000C_",пив напиток эсса ананас  и греипфрут 65 сб 04л  793   x000c ,0
65402459-ea0c-4c03-a4fc-645a39b00d3f.jpg,"'КОКТЕИЛЬ ВИСК:НАПИТОК — СТИРСМЕН ЭППЛ 35% 0,7Л яа FJRQI0 _x000C_",коктеиль вискнапиток  стирсмен эппл 35 07л яа fjrqi0  x000c ,0
11199ce5-7dbc-4a64-9840-fde887b1b9a0.jpg,NESCAFE GoLp KOE СУБЛИМ С | МОЛОТЫМ 190г CT/5 —а & э _x000C_,nescafe golp koe сублим с  молотым 190г ct5 а  э  x000c ,0
b81f3208-6302-4574-a152-2e04e28805a3.jpg,"НАП. Б/А ГАЗ.КОЛА ДОБРЫЙИ 1/ — « — « >, fT Fr _x000C_",нап  ба газ кола добрыии 1      ft fr  x000c ,1
2548cb24-595a-4e98-98e5-7224eb5f1bbd.jpg,"БЗМ/Ж CMETAHA ПРОСТОКВАШИНО 15% n/ct 300г Ы ean ap, Т а\ | _x000C_",бзмж cmetaha простоквашино 15 nct 300г ы ean ap т а   x000c ,1
b9c2d18e-b41a-44b8-8e49-a5a02e114dcb.jpg,Чипсы LAYS 140r a AZttQ wt О Нк VOOM BILCIOU _x000C_,чипсы lays 140r a azttq wt о нк voom bilciou  x000c ,1
86c5e916-515f-4205-97cd-e0b2fd5cdd85.jpg,‚НОКОЛАД МИКА/МИЛКА МОЛОЧНЬ\Й ДРОБ.ФУНДУК 85/90Г _x000C_,ноколад микамилка молочньи дроб фундук 8590г  x000c ,0
641405c0-934a-4416-b1b2-f607cc096a52.jpg,_---т'щ ВОДКА ОСОБАЯ БЕЛАЯ БЕРЕЗКА НА БОРОД ХЛЕЕЕ.  \О 549  ) > _x000C_,тщ водка особая белая березка на бород хлеее   о 549     x000c ,0
89c28e40-30ad-4b43-881f-080388b271a6.jpg,МИ КА ШОКОЛАД С КАРАМЕЛЬНОЙ НАЧИНКОМЙ SOF _x000C_,ми ка шоколад с карамельнои начинкоми sof  x000c ,0
cb82c203-70bc-4571-8e39-bc49a03bd00f.jpg,"ВОДА ПИТЬЕВАЯ СВЯТОЙ ИСТОЧНИК ГАЗ П/Б 1,5Л _x000C_",вода питьевая святои источник газ пб 15л  x000c ,1
2b8653ce-0b41-4408-9fe6-f57e2ada3710.jpg,Набор MERC! шоколадный 250г шоколадных эссорт.с нач.м б/мач _x000C_,набор merc шоколадныи 250г шоколадных эссорт с нач м бмач  x000c ,1
633a7e3b-e219-4625-aa83-c0902b4bf4f7.jpg,Водка ПЯТЬ ОЗЕ ee veaee ( ^ СТУДЕНАЯ 0.50 379 „. | gon _x000C_,водка пять озе ee veaee   студеная 0 50 379    gon  x000c ,0
9019430c-8692-484f-8d1f-40fed46a68e1.jpg,на НАБОР ШОКОЛАДНЫХ КОНФЕТ МЕРСИ АССОРТИ КОР.250Г и 444° _x000C_,на набор шоколадных конфет мерси ассорти кор 250г и 444  x000c ,1
2948e2a1-e205-485c-bb44-aa356bdde8a4.jpg,ЧАЙ ГРИНФИЛАГОЛДС ` | ЦЕЙЛОН ЛИСТ.100Г «@ Pe З` СОЛ _x000C_,чаи гринфилаголдс   цеилон лист 100г  pe з сол  x000c ,0
b646f9c8-13d3-4554-bebf-3a0c007f4bd2.jpg,"**а ГитТоОкК | AURENALINE | RUSH 0,449л — | | | _x000C_",а гиттоокк  aurenaline  rush 0449л      x000c ,1
f20dc425-beb5-4eef-bca2-f6f060333d7d.jpg,"Рулетики AWIKUHO зваФельные 160г . Е Lie - о> —. _‘_.'_'. oe L **. 1, . _x000C_",рулетики awikuho звафельные 160г   е lie  о      oe l   1    x000c ,0
bd4e6997-cabb-43cc-b9ed-3893846345ce.jpg,"Коньяк СТАРЕЙШИНА; 0.5n | | оО f, у б ее б овн pr ИИ )Х _x000C_",коньяк стареишина 0 5n   оо f у б ее б овн pr ии х  x000c ,0
3fc49b1e-df64-49da-94a7-aa1ae61a4ba3.jpg,КОФЕ MILAGRO GOLD ROAST РАСТВ.СТ.95Г 299°° _x000C_,кофе milagro gold roast раств ст 95г 299  x000c ,0
32643472-ed98-4659-8a4e-8565f87efbc5.jpg,Водка БЕЛАЯ БЕРЕЗКА ' a sn | _x000C_,водка белая березка  a sn   x000c ,0
de41bd06-0f4f-4ed0-957f-f9d430f62b96.jpg,‚ Сохор 'ПЭСО’(. (.ихор б‹.-пыи Vy in _x000C_, сохор пэсо   ихор б пыи vy in  x000c ,1
0fa373b1-fbcb-45e1-95b8-b13fb978e71d.jpg,НИВО ЖАТЕЦКИЙ СЬ ( 4е ' _x000C_,ниво жатецкии сь  4е   x000c ,0
73760936-2541-46bc-a0d2-d5bc4f1ee762.jpg,EDIE Oe 'Напиток ДОБРЫЙ KONA tp a ©. Элк.аром. O3.11D7 _x000C_,edie oe напиток добрыи kona tp a   элк аром  o3 11d7  x000c ,1
7d1f2201-dcc1-4a2a-86f3-09e19c3135ad.jpg,"_ a . т DRIVE ME ЭНЕРГЕТ НАПИТОК Б/ АЛК aI Os |b! 0,44 9Л _x000C_", a   т drive me энергет напиток б алк ai os b 044 9л  x000c ,1
0377b75b-389e-4607-b94a-d4d672923828.jpg,STELLA ARTOIS ПИВО СВЕТЛОЕ ПАСТ 5% 044M 99.99 _x000C_,stella artois пиво светлое паст 5 044m 99 99  x000c ,0
